epoch,box,cls,kpt,Recall,Precision,mAP@50,F1,mAP
407,0.459,0.214,0.102,0.453,0.794,0.507,0.576,0.259
408,0.462,0.221,0.104,0.453,0.793,0.507,0.576,0.259
409,0.448,0.218,0.098,0.452,0.795,0.507,0.576,0.259
410,0.449,0.218,0.101,0.452,0.795,0.507,0.577,0.259
411,0.459,0.219,0.102,0.452,0.795,0.507,0.576,0.259
412,0.459,0.216,0.102,0.452,0.795,0.507,0.577,0.259
413,0.454,0.216,0.102,0.452,0.795,0.507,0.577,0.259
414,0.450,0.218,0.101,0.452,0.795,0.507,0.577,0.259
415,0.459,0.216,0.101,0.453,0.795,0.508,0.577,0.259
416,0.469,0.221,0.104,0.453,0.794,0.508,0.577,0.259
417,0.459,0.218,0.102,0.453,0.794,0.508,0.577,0.259
418,0.460,0.220,0.102,0.453,0.794,0.508,0.577,0.259
419,0.463,0.220,0.103,0.452,0.795,0.508,0.577,0.259
420,0.463,0.219,0.103,0.453,0.795,0.508,0.577,0.259
421,0.458,0.218,0.101,0.453,0.794,0.508,0.577,0.259
422,0.460,0.219,0.101,0.453,0.794,0.508,0.577,0.259
423,0.455,0.215,0.101,0.453,0.794,0.509,0.577,0.259
424,0.452,0.216,0.100,0.453,0.795,0.509,0.577,0.259
425,0.453,0.217,0.102,0.453,0.796,0.509,0.577,0.259
426,0.465,0.220,0.101,0.453,0.795,0.509,0.577,0.259
427,0.474,0.221,0.104,0.453,0.795,0.509,0.577,0.259
428,0.468,0.219,0.102,0.453,0.794,0.509,0.577,0.259
429,0.460,0.217,0.102,0.453,0.794,0.509,0.577,0.259
430,0.449,0.214,0.100,0.453,0.794,0.509,0.577,0.259
431,0.441,0.215,0.098,0.453,0.794,0.509,0.577,0.259
432,0.462,0.217,0.102,0.453,0.794,0.509,0.577,0.259
433,0.459,0.216,0.100,0.453,0.794,0.509,0.577,0.259
434,0.468,0.220,0.102,0.453,0.794,0.509,0.577,0.260
435,0.456,0.217,0.100,0.454,0.794,0.509,0.577,0.260
436,0.455,0.214,0.100,0.454,0.793,0.509,0.577,0.260
437,0.451,0.216,0.100,0.453,0.795,0.509,0.577,0.260
438,0.461,0.220,0.101,0.453,0.795,0.509,0.577,0.260
439,0.457,0.220,0.104,0.453,0.795,0.509,0.577,0.260
440,0.465,0.218,0.103,0.454,0.794,0.509,0.578,0.260
441,0.458,0.216,0.100,0.453,0.795,0.509,0.577,0.260
442,0.459,0.219,0.101,0.454,0.795,0.509,0.578,0.260
443,0.448,0.215,0.098,0.454,0.794,0.509,0.578,0.260
444,0.449,0.217,0.100,0.454,0.794,0.509,0.578,0.260
445,0.464,0.220,0.104,0.453,0.795,0.509,0.577,0.260
446,0.459,0.221,0.101,0.453,0.795,0.509,0.577,0.260
447,0.463,0.216,0.103,0.454,0.794,0.509,0.578,0.260
448,0.465,0.224,0.101,0.453,0.796,0.509,0.578,0.260
449,0.467,0.220,0.101,0.453,0.795,0.510,0.577,0.260
450,0.462,0.222,0.101,0.453,0.795,0.510,0.577,0.260
451,0.460,0.218,0.100,0.453,0.796,0.510,0.577,0.260
452,0.466,0.222,0.101,0.453,0.796,0.510,0.577,0.260
453,0.482,0.225,0.104,0.453,0.797,0.510,0.577,0.260
454,0.469,0.223,0.102,0.453,0.797,0.510,0.577,0.260
455,0.468,0.222,0.103,0.453,0.797,0.510,0.578,0.261
456,0.464,0.219,0.102,0.453,0.799,0.510,0.578,0.261
457,0.452,0.216,0.099,0.453,0.798,0.510,0.578,0.261
458,0.468,0.224,0.103,0.453,0.798,0.510,0.578,0.261
459,0.453,0.218,0.100,0.453,0.797,0.510,0.578,0.261
460,0.455,0.215,0.102,0.453,0.797,0.510,0.578,0.261
461,0.445,0.212,0.099,0.453,0.797,0.510,0.578,0.261
462,0.466,0.223,0.102,0.453,0.797,0.510,0.578,0.261
463,0.471,0.223,0.103,0.453,0.797,0.510,0.578,0.261
464,0.473,0.222,0.104,0.454,0.796,0.510,0.578,0.261
465,0.440,0.213,0.099,0.453,0.798,0.510,0.578,0.261
466,0.462,0.218,0.101,0.454,0.796,0.511,0.578,0.261
467,0.470,0.222,0.100,0.454,0.796,0.511,0.578,0.261
468,0.445,0.214,0.100,0.454,0.796,0.511,0.578,0.261
469,0.450,0.216,0.100,0.454,0.797,0.511,0.578,0.261
470,0.472,0.219,0.102,0.454,0.797,0.511,0.579,0.261
471,0.458,0.217,0.101,0.454,0.797,0.511,0.579,0.261
472,0.464,0.221,0.101,0.454,0.797,0.511,0.579,0.261
473,0.451,0.216,0.100,0.455,0.795,0.511,0.579,0.261
474,0.469,0.218,0.102,0.454,0.797,0.511,0.579,0.261
475,0.462,0.221,0.103,0.455,0.797,0.511,0.579,0.261
476,0.460,0.218,0.103,0.455,0.797,0.512,0.579,0.261
477,0.474,0.225,0.103,0.455,0.797,0.512,0.580,0.261
478,0.443,0.215,0.099,0.455,0.797,0.512,0.580,0.261
479,0.450,0.216,0.101,0.456,0.797,0.512,0.580,0.261
480,0.447,0.215,0.099,0.456,0.797,0.512,0.580,0.261
481,0.447,0.215,0.098,0.456,0.797,0.512,0.580,0.261
482,0.467,0.220,0.102,0.456,0.797,0.512,0.580,0.261
483,0.471,0.222,0.103,0.455,0.799,0.512,0.580,0.261
484,0.464,0.219,0.101,0.455,0.798,0.511,0.580,0.261
485,0.460,0.217,0.101,0.455,0.799,0.512,0.580,0.261
486,0.437,0.213,0.099,0.455,0.798,0.512,0.580,0.262
487,0.464,0.220,0.101,0.455,0.800,0.512,0.580,0.262
488,0.458,0.217,0.101,0.456,0.798,0.512,0.580,0.262
489,0.447,0.213,0.099,0.456,0.799,0.512,0.580,0.262
490,0.436,0.209,0.098,0.456,0.799,0.512,0.580,0.262
491,0.456,0.219,0.101,0.456,0.799,0.512,0.580,0.262
492,0.455,0.220,0.104,0.455,0.799,0.512,0.580,0.262
493,0.442,0.215,0.098,0.455,0.800,0.512,0.580,0.262
494,0.464,0.218,0.099,0.455,0.800,0.512,0.580,0.262
495,0.456,0.215,0.103,0.455,0.801,0.512,0.580,0.262
496,0.460,0.221,0.101,0.455,0.800,0.512,0.580,0.262
497,0.453,0.216,0.100,0.455,0.800,0.513,0.581,0.262
498,0.445,0.212,0.097,0.456,0.800,0.513,0.580,0.262
499,0.453,0.217,0.101,0.455,0.802,0.513,0.580,0.262
500,0.457,0.215,0.099,0.456,0.800,0.513,0.581,0.262
501,0.463,0.221,0.101,0.455,0.803,0.513,0.581,0.262
502,0.454,0.217,0.101,0.455,0.802,0.513,0.581,0.262
503,0.463,0.219,0.101,0.455,0.803,0.513,0.581,0.262
504,0.462,0.218,0.101,0.455,0.803,0.513,0.581,0.262
505,0.458,0.215,0.099,0.455,0.803,0.513,0.581,0.262
506,0.454,0.215,0.098,0.455,0.802,0.513,0.581,0.262
507,0.454,0.220,0.101,0.455,0.804,0.513,0.581,0.262
508,0.454,0.219,0.101,0.455,0.804,0.513,0.581,0.262
509,0.441,0.216,0.099,0.455,0.804,0.513,0.581,0.262
510,0.454,0.217,0.101,0.456,0.802,0.513,0.581,0.262
511,0.453,0.215,0.100,0.456,0.801,0.513,0.581,0.262
512,0.477,0.223,0.102,0.456,0.801,0.513,0.581,0.262
513,0.450,0.216,0.100,0.456,0.803,0.513,0.581,0.262
514,0.463,0.217,0.100,0.456,0.802,0.513,0.581,0.262
515,0.467,0.217,0.100,0.456,0.802,0.513,0.581,0.262
516,0.467,0.223,0.103,0.456,0.802,0.513,0.581,0.262
517,0.455,0.222,0.101,0.456,0.802,0.513,0.582,0.262
518,0.456,0.217,0.100,0.456,0.802,0.513,0.582,0.262
519,0.453,0.220,0.101,0.457,0.802,0.513,0.582,0.262
520,0.470,0.222,0.103,0.456,0.803,0.513,0.582,0.262
521,0.459,0.223,0.102,0.457,0.802,0.513,0.582,0.262
522,0.443,0.213,0.098,0.457,0.801,0.513,0.582,0.262
523,0.449,0.213,0.101,0.457,0.802,0.513,0.582,0.262
524,0.472,0.221,0.103,0.457,0.802,0.513,0.582,0.262
525,0.458,0.219,0.100,0.457,0.801,0.513,0.582,0.262
526,0.478,0.224,0.102,0.457,0.801,0.513,0.582,0.262
527,0.462,0.221,0.102,0.457,0.802,0.513,0.582,0.262
528,0.443,0.213,0.098,0.457,0.802,0.513,0.582,0.262
529,0.450,0.218,0.098,0.457,0.801,0.513,0.582,0.262
530,0.461,0.218,0.100,0.456,0.802,0.513,0.582,0.262
531,0.467,0.220,0.101,0.456,0.802,0.513,0.582,0.262
532,0.475,0.222,0.101,0.456,0.802,0.513,0.582,0.262
533,0.447,0.213,0.099,0.457,0.800,0.513,0.582,0.262
534,0.451,0.217,0.098,0.456,0.801,0.513,0.581,0.262
535,0.448,0.211,0.098,0.456,0.801,0.514,0.582,0.262
536,0.450,0.213,0.102,0.456,0.802,0.514,0.582,0.262
537,0.450,0.215,0.099,0.457,0.800,0.514,0.582,0.262
538,0.456,0.220,0.099,0.457,0.800,0.514,0.582,0.262
539,0.471,0.222,0.102,0.457,0.802,0.514,0.582,0.262
540,0.452,0.215,0.099,0.458,0.800,0.514,0.582,0.262
541,0.447,0.215,0.100,0.457,0.802,0.514,0.582,0.262
542,0.452,0.215,0.099,0.457,0.802,0.514,0.582,0.262
543,0.457,0.219,0.100,0.457,0.801,0.514,0.582,0.262
544,0.459,0.218,0.101,0.457,0.802,0.514,0.582,0.262
545,0.459,0.217,0.101,0.458,0.800,0.514,0.583,0.263
546,0.464,0.218,0.100,0.458,0.802,0.514,0.583,0.263
547,0.440,0.213,0.100,0.458,0.802,0.514,0.583,0.263
548,0.463,0.217,0.103,0.458,0.802,0.514,0.583,0.263
549,0.449,0.216,0.100,0.458,0.802,0.514,0.583,0.263
550,0.451,0.214,0.100,0.458,0.802,0.514,0.583,0.263
551,0.459,0.216,0.101,0.458,0.802,0.514,0.583,0.263
552,0.464,0.223,0.100,0.458,0.799,0.514,0.582,0.263
553,0.443,0.212,0.100,0.458,0.801,0.514,0.583,0.263
554,0.459,0.216,0.097,0.458,0.801,0.514,0.583,0.263
555,0.465,0.220,0.100,0.458,0.801,0.514,0.583,0.263
556,0.440,0.209,0.098,0.458,0.802,0.515,0.583,0.263
557,0.466,0.220,0.102,0.458,0.801,0.515,0.583,0.263
558,0.465,0.219,0.101,0.458,0.802,0.515,0.583,0.263
559,0.441,0.212,0.099,0.458,0.802,0.515,0.583,0.263
560,0.460,0.220,0.100,0.458,0.802,0.515,0.583,0.263
561,0.460,0.220,0.101,0.458,0.803,0.515,0.583,0.263
562,0.451,0.217,0.100,0.458,0.802,0.514,0.583,0.263
563,0.458,0.216,0.100,0.458,0.802,0.514,0.583,0.263
564,0.448,0.217,0.099,0.457,0.804,0.514,0.583,0.263
565,0.465,0.220,0.099,0.457,0.804,0.514,0.583,0.263
566,0.448,0.215,0.098,0.457,0.804,0.514,0.583,0.263
567,0.451,0.217,0.099,0.457,0.804,0.514,0.583,0.263
568,0.464,0.222,0.101,0.457,0.804,0.514,0.583,0.263
569,0.449,0.216,0.099,0.458,0.804,0.514,0.583,0.263
570,0.464,0.217,0.101,0.458,0.802,0.514,0.583,0.263
571,0.450,0.215,0.098,0.458,0.802,0.514,0.583,0.263
572,0.454,0.215,0.099,0.459,0.801,0.514,0.583,0.263
573,0.463,0.224,0.102,0.458,0.804,0.515,0.583,0.263
574,0.458,0.220,0.099,0.458,0.804,0.515,0.584,0.263
575,0.470,0.221,0.100,0.458,0.804,0.514,0.584,0.263
576,0.449,0.214,0.097,0.458,0.804,0.515,0.584,0.263
577,0.459,0.219,0.100,0.458,0.803,0.514,0.583,0.263
578,0.459,0.218,0.101,0.458,0.803,0.514,0.583,0.263
579,0.465,0.221,0.101,0.458,0.803,0.515,0.584,0.263
580,0.472,0.223,0.101,0.458,0.803,0.515,0.583,0.263
581,0.471,0.223,0.101,0.458,0.803,0.515,0.583,0.263
582,0.465,0.218,0.101,0.458,0.802,0.515,0.583,0.263
583,0.458,0.218,0.099,0.458,0.802,0.515,0.583,0.263
584,0.468,0.225,0.101,0.458,0.801,0.515,0.583,0.263
585,0.464,0.222,0.100,0.458,0.801,0.515,0.583,0.263
586,0.455,0.214,0.101,0.458,0.801,0.515,0.583,0.263
587,0.437,0.210,0.096,0.458,0.800,0.515,0.583,0.263
588,0.459,0.221,0.101,0.458,0.801,0.515,0.583,0.263
589,0.449,0.219,0.099,0.458,0.801,0.515,0.583,0.263
590,0.453,0.213,0.101,0.459,0.800,0.515,0.583,0.263
591,0.457,0.220,0.101,0.458,0.801,0.515,0.583,0.263
592,0.454,0.216,0.099,0.459,0.800,0.515,0.583,0.263
593,0.451,0.215,0.098,0.459,0.799,0.515,0.583,0.263
594,0.444,0.215,0.099,0.459,0.799,0.515,0.583,0.263
595,0.458,0.216,0.099,0.460,0.799,0.515,0.583,0.263
596,0.455,0.214,0.098,0.460,0.798,0.515,0.583,0.263
597,0.450,0.214,0.098,0.459,0.798,0.516,0.583,0.263
598,0.452,0.216,0.099,0.459,0.799,0.516,0.583,0.263
599,0.451,0.214,0.098,0.459,0.799,0.516,0.583,0.263
600,0.450,0.213,0.099,0.459,0.800,0.516,0.584,0.263
601,0.461,0.217,0.099,0.460,0.799,0.516,0.584,0.263
602,0.465,0.223,0.103,0.460,0.799,0.516,0.584,0.263
603,0.438,0.211,0.098,0.460,0.799,0.516,0.584,0.263
604,0.461,0.218,0.099,0.459,0.801,0.516,0.584,0.263
605,0.459,0.219,0.099,0.459,0.801,0.516,0.584,0.263
606,0.454,0.216,0.099,0.459,0.801,0.516,0.584,0.263
607,0.452,0.215,0.099,0.459,0.801,0.516,0.584,0.263
608,0.464,0.219,0.101,0.459,0.802,0.516,0.584,0.263
609,0.451,0.217,0.097,0.460,0.801,0.516,0.584,0.263
610,0.458,0.216,0.099,0.460,0.801,0.516,0.584,0.263
611,0.440,0.212,0.097,0.460,0.801,0.516,0.584,0.263
612,0.455,0.218,0.101,0.460,0.801,0.516,0.584,0.263
613,0.458,0.220,0.100,0.459,0.803,0.516,0.584,0.263
614,0.457,0.216,0.099,0.459,0.803,0.516,0.584,0.263
615,0.454,0.217,0.100,0.459,0.803,0.516,0.584,0.263
616,0.448,0.214,0.099,0.460,0.803,0.516,0.585,0.263
617,0.465,0.217,0.099,0.460,0.802,0.516,0.585,0.263
618,0.457,0.220,0.099,0.460,0.802,0.516,0.585,0.263
619,0.454,0.216,0.101,0.460,0.802,0.516,0.585,0.263
620,0.462,0.219,0.101,0.460,0.802,0.516,0.585,0.263
621,0.445,0.212,0.096,0.460,0.802,0.516,0.585,0.263
622,0.448,0.213,0.098,0.460,0.802,0.516,0.585,0.263
623,0.445,0.212,0.097,0.460,0.803,0.516,0.585,0.264
624,0.453,0.213,0.098,0.460,0.802,0.516,0.585,0.264
625,0.457,0.217,0.098,0.460,0.802,0.516,0.585,0.264
626,0.445,0.209,0.097,0.460,0.803,0.517,0.585,0.264
627,0.450,0.219,0.099,0.460,0.802,0.517,0.585,0.264
628,0.443,0.210,0.099,0.460,0.802,0.517,0.585,0.264
629,0.454,0.220,0.099,0.460,0.802,0.517,0.585,0.264
630,0.471,0.221,0.101,0.460,0.802,0.517,0.584,0.264
631,0.458,0.215,0.098,0.460,0.802,0.517,0.585,0.264
632,0.447,0.214,0.098,0.460,0.802,0.517,0.585,0.264
633,0.452,0.216,0.099,0.460,0.802,0.517,0.585,0.264
634,0.457,0.216,0.099,0.460,0.803,0.517,0.585,0.264
635,0.450,0.212,0.097,0.460,0.803,0.517,0.585,0.264
636,0.458,0.219,0.100,0.460,0.803,0.517,0.585,0.264
637,0.449,0.214,0.098,0.460,0.803,0.517,0.585,0.264
638,0.457,0.218,0.099,0.460,0.803,0.517,0.585,0.264
639,0.437,0.214,0.096,0.460,0.803,0.517,0.585,0.264
640,0.451,0.217,0.096,0.460,0.803,0.517,0.585,0.264
641,0.452,0.218,0.096,0.461,0.802,0.517,0.585,0.264
642,0.451,0.216,0.099,0.461,0.802,0.517,0.585,0.264
643,0.449,0.217,0.096,0.460,0.803,0.517,0.585,0.264
644,0.449,0.214,0.098,0.461,0.803,0.517,0.585,0.264
645,0.461,0.218,0.099,0.461,0.802,0.517,0.585,0.264
646,0.439,0.212,0.096,0.461,0.802,0.517,0.585,0.264
647,0.456,0.218,0.099,0.461,0.802,0.518,0.585,0.264
648,0.453,0.217,0.098,0.461,0.802,0.518,0.585,0.264
649,0.444,0.211,0.099,0.461,0.802,0.518,0.585,0.264
650,0.479,0.223,0.103,0.461,0.802,0.518,0.585,0.264
651,0.453,0.218,0.098,0.461,0.802,0.518,0.585,0.264
652,0.460,0.218,0.098,0.461,0.802,0.518,0.585,0.264
653,0.460,0.220,0.098,0.461,0.802,0.518,0.585,0.264
654,0.437,0.209,0.095,0.461,0.802,0.518,0.585,0.264
655,0.453,0.214,0.097,0.461,0.801,0.518,0.585,0.264
656,0.460,0.217,0.099,0.461,0.801,0.518,0.585,0.264
657,0.455,0.217,0.101,0.461,0.801,0.518,0.585,0.264
658,0.452,0.214,0.097,0.461,0.801,0.518,0.585,0.264
659,0.469,0.222,0.102,0.460,0.801,0.518,0.585,0.264
660,0.453,0.219,0.097,0.461,0.801,0.518,0.585,0.264
661,0.454,0.221,0.100,0.461,0.801,0.518,0.585,0.264
662,0.453,0.216,0.098,0.460,0.802,0.518,0.585,0.264
663,0.444,0.214,0.099,0.461,0.801,0.518,0.585,0.265
664,0.459,0.214,0.099,0.461,0.801,0.518,0.585,0.265
665,0.467,0.219,0.100,0.461,0.801,0.518,0.585,0.265
666,0.455,0.220,0.097,0.461,0.800,0.518,0.585,0.265
667,0.450,0.216,0.096,0.461,0.801,0.518,0.585,0.265
668,0.448,0.213,0.097,0.461,0.801,0.518,0.585,0.265
669,0.458,0.218,0.100,0.461,0.801,0.518,0.585,0.265
670,0.456,0.217,0.097,0.461,0.800,0.518,0.585,0.265
671,0.457,0.216,0.099,0.461,0.800,0.518,0.585,0.265
672,0.439,0.210,0.098,0.461,0.802,0.518,0.585,0.265
673,0.464,0.219,0.101,0.461,0.801,0.518,0.585,0.265
674,0.458,0.218,0.101,0.461,0.801,0.518,0.585,0.265
675,0.445,0.213,0.097,0.461,0.801,0.518,0.585,0.265
676,0.443,0.211,0.096,0.461,0.802,0.518,0.585,0.265
677,0.459,0.217,0.099,0.461,0.801,0.518,0.585,0.265
678,0.452,0.217,0.099,0.461,0.801,0.518,0.585,0.265
679,0.447,0.214,0.097,0.461,0.801,0.518,0.585,0.265
680,0.455,0.219,0.099,0.461,0.800,0.518,0.585,0.265
681,0.473,0.224,0.102,0.460,0.801,0.518,0.585,0.265
682,0.457,0.221,0.100,0.460,0.801,0.518,0.585,0.265
683,0.452,0.213,0.097,0.459,0.802,0.518,0.584,0.265
684,0.454,0.217,0.099,0.459,0.803,0.518,0.584,0.265
685,0.460,0.219,0.099,0.460,0.803,0.518,0.585,0.265
686,0.454,0.217,0.097,0.460,0.804,0.518,0.585,0.265
687,0.466,0.219,0.100,0.460,0.804,0.518,0.585,0.265
688,0.461,0.219,0.097,0.460,0.804,0.518,0.585,0.265
689,0.465,0.217,0.100,0.460,0.804,0.518,0.585,0.265
690,0.473,0.219,0.100,0.460,0.802,0.518,0.585,0.265
691,0.445,0.212,0.097,0.460,0.804,0.519,0.585,0.265
692,0.454,0.213,0.097,0.460,0.804,0.519,0.585,0.265
693,0.449,0.213,0.097,0.461,0.802,0.519,0.585,0.265
694,0.447,0.213,0.098,0.460,0.802,0.518,0.585,0.265
695,0.447,0.215,0.098,0.460,0.804,0.518,0.585,0.265
696,0.466,0.221,0.099,0.460,0.804,0.518,0.585,0.265
697,0.450,0.215,0.099,0.460,0.802,0.519,0.585,0.265
698,0.456,0.216,0.098,0.460,0.802,0.519,0.585,0.265
699,0.468,0.218,0.100,0.460,0.804,0.518,0.585,0.265
700,0.456,0.216,0.100,0.460,0.804,0.518,0.585,0.265
701,0.447,0.211,0.097,0.460,0.804,0.519,0.585,0.265
702,0.456,0.216,0.099,0.461,0.802,0.519,0.585,0.265
703,0.455,0.215,0.099,0.461,0.803,0.519,0.585,0.265
704,0.466,0.220,0.101,0.460,0.805,0.519,0.585,0.265
705,0.457,0.212,0.097,0.461,0.803,0.519,0.585,0.265
706,0.456,0.219,0.099,0.461,0.803,0.519,0.585,0.265
707,0.465,0.218,0.099,0.461,0.803,0.519,0.585,0.265
708,0.455,0.217,0.099,0.460,0.804,0.519,0.585,0.265
709,0.448,0.213,0.099,0.460,0.804,0.519,0.585,0.265
710,0.442,0.210,0.096,0.461,0.802,0.519,0.585,0.265
711,0.462,0.217,0.099,0.461,0.802,0.519,0.585,0.265
712,0.450,0.215,0.098,0.460,0.804,0.519,0.585,0.265
713,0.433,0.208,0.096,0.460,0.804,0.519,0.585,0.265
714,0.458,0.220,0.099,0.461,0.803,0.519,0.586,0.265
715,0.461,0.216,0.099,0.461,0.803,0.519,0.586,0.265
716,0.453,0.217,0.099,0.461,0.803,0.519,0.585,0.265
717,0.449,0.216,0.098,0.461,0.803,0.519,0.585,0.265
718,0.456,0.221,0.100,0.460,0.805,0.519,0.586,0.265
719,0.451,0.213,0.096,0.461,0.803,0.519,0.586,0.265
720,0.450,0.214,0.097,0.461,0.803,0.519,0.585,0.265
721,0.447,0.213,0.098,0.461,0.803,0.519,0.586,0.265
722,0.440,0.211,0.098,0.460,0.806,0.519,0.586,0.265
723,0.446,0.217,0.099,0.460,0.805,0.519,0.586,0.265
724,0.471,0.221,0.098,0.460,0.806,0.519,0.586,0.265
725,0.445,0.214,0.096,0.460,0.806,0.519,0.586,0.265
726,0.471,0.219,0.100,0.460,0.806,0.519,0.586,0.265
727,0.454,0.216,0.100,0.461,0.805,0.519,0.586,0.265
728,0.458,0.216,0.098,0.461,0.805,0.519,0.586,0.265
729,0.448,0.214,0.098,0.461,0.805,0.519,0.586,0.266
730,0.458,0.222,0.099,0.461,0.805,0.520,0.586,0.266
731,0.460,0.219,0.098,0.461,0.806,0.520,0.586,0.265
732,0.455,0.216,0.097,0.461,0.805,0.519,0.586,0.265
733,0.447,0.215,0.098,0.461,0.805,0.519,0.586,0.266
734,0.452,0.214,0.098,0.461,0.805,0.519,0.586,0.266
735,0.452,0.215,0.097,0.460,0.805,0.519,0.586,0.266
736,0.463,0.218,0.098,0.461,0.805,0.519,0.586,0.266
737,0.455,0.213,0.098,0.461,0.805,0.519,0.586,0.266
738,0.449,0.212,0.095,0.460,0.807,0.519,0.586,0.266
739,0.456,0.216,0.097,0.460,0.806,0.519,0.586,0.266
740,0.457,0.215,0.098,0.460,0.805,0.519,0.586,0.266
741,0.446,0.215,0.099,0.460,0.806,0.519,0.586,0.266
742,0.450,0.214,0.097,0.460,0.806,0.519,0.586,0.266
743,0.455,0.213,0.098,0.460,0.806,0.519,0.586,0.266
744,0.440,0.211,0.098,0.461,0.807,0.520,0.586,0.266
745,0.438,0.210,0.095,0.461,0.807,0.520,0.586,0.266
746,0.442,0.212,0.097,0.460,0.806,0.520,0.586,0.266
747,0.451,0.216,0.096,0.460,0.806,0.520,0.586,0.266
748,0.457,0.212,0.096,0.460,0.808,0.520,0.586,0.266
749,0.458,0.221,0.097,0.460,0.808,0.520,0.586,0.266
750,0.469,0.222,0.098,0.460,0.807,0.519,0.586,0.266
751,0.446,0.215,0.098,0.460,0.808,0.520,0.586,0.266
752,0.455,0.218,0.097,0.460,0.807,0.520,0.586,0.266
753,0.454,0.217,0.098,0.460,0.808,0.520,0.586,0.266
754,0.460,0.216,0.097,0.460,0.808,0.520,0.586,0.266
755,0.454,0.218,0.098,0.460,0.808,0.520,0.586,0.266
756,0.421,0.205,0.093,0.460,0.807,0.520,0.586,0.266
757,0.454,0.214,0.098,0.460,0.807,0.520,0.586,0.266
758,0.460,0.218,0.098,0.460,0.808,0.520,0.586,0.266
759,0.440,0.210,0.096,0.460,0.808,0.520,0.586,0.266
760,0.453,0.214,0.097,0.461,0.806,0.520,0.586,0.266
761,0.450,0.214,0.095,0.460,0.806,0.520,0.586,0.266
762,0.449,0.214,0.096,0.460,0.806,0.520,0.586,0.266
763,0.440,0.215,0.096,0.460,0.806,0.520,0.586,0.266
764,0.455,0.214,0.097,0.460,0.806,0.520,0.586,0.266
765,0.455,0.219,0.097,0.461,0.806,0.520,0.586,0.266
766,0.453,0.215,0.098,0.460,0.806,0.520,0.586,0.266
767,0.444,0.209,0.096,0.460,0.808,0.520,0.586,0.266
768,0.458,0.217,0.099,0.460,0.808,0.520,0.586,0.266
769,0.451,0.216,0.098,0.460,0.807,0.520,0.586,0.266
770,0.460,0.218,0.098,0.460,0.807,0.520,0.586,0.266
771,0.455,0.218,0.098,0.460,0.807,0.520,0.586,0.266
772,0.458,0.216,0.098,0.460,0.807,0.521,0.586,0.266
773,0.462,0.218,0.097,0.460,0.808,0.521,0.587,0.266
774,0.453,0.216,0.098,0.460,0.808,0.520,0.586,0.266
775,0.456,0.216,0.098,0.461,0.808,0.521,0.587,0.266
776,0.446,0.213,0.096,0.461,0.808,0.521,0.587,0.266
777,0.450,0.217,0.098,0.461,0.807,0.521,0.587,0.266
778,0.447,0.214,0.097,0.461,0.808,0.521,0.587,0.267
779,0.444,0.212,0.096,0.461,0.806,0.521,0.587,0.267
780,0.434,0.209,0.095,0.461,0.806,0.521,0.587,0.267
781,0.447,0.214,0.095,0.461,0.808,0.521,0.587,0.267
782,0.447,0.213,0.097,0.461,0.808,0.521,0.587,0.267
783,0.451,0.218,0.097,0.461,0.808,0.521,0.587,0.267
784,0.462,0.218,0.099,0.461,0.808,0.521,0.587,0.267
785,0.454,0.213,0.097,0.462,0.807,0.521,0.587,0.267
786,0.456,0.216,0.098,0.462,0.807,0.521,0.587,0.267
787,0.441,0.212,0.097,0.462,0.807,0.521,0.588,0.267
788,0.465,0.218,0.100,0.462,0.807,0.521,0.587,0.267
789,0.462,0.219,0.098,0.462,0.807,0.521,0.588,0.267
790,0.446,0.216,0.096,0.462,0.807,0.521,0.588,0.267
791,0.449,0.217,0.098,0.462,0.807,0.521,0.588,0.267
792,0.460,0.218,0.099,0.462,0.807,0.521,0.588,0.267
793,0.452,0.216,0.097,0.462,0.807,0.521,0.588,0.267
794,0.448,0.213,0.096,0.463,0.807,0.521,0.588,0.267
795,0.442,0.210,0.095,0.462,0.808,0.521,0.588,0.267
796,0.448,0.213,0.096,0.461,0.808,0.521,0.587,0.267
797,0.442,0.211,0.097,0.462,0.807,0.521,0.588,0.267
798,0.451,0.216,0.097,0.462,0.808,0.521,0.588,0.267
799,0.444,0.213,0.096,0.463,0.808,0.521,0.588,0.267
800,0.456,0.216,0.098,0.463,0.807,0.522,0.588,0.267
801,0.450,0.214,0.098,0.463,0.807,0.522,0.588,0.267
802,0.442,0.210,0.096,0.463,0.807,0.521,0.588,0.267
803,0.438,0.209,0.096,0.463,0.807,0.521,0.588,0.267
804,0.444,0.214,0.095,0.463,0.807,0.522,0.588,0.267
805,0.454,0.215,0.097,0.463,0.808,0.522,0.588,0.267
806,0.450,0.217,0.097,0.462,0.809,0.522,0.588,0.267
807,0.451,0.213,0.097,0.462,0.809,0.522,0.588,0.267
808,0.448,0.213,0.097,0.462,0.809,0.522,0.588,0.267
809,0.456,0.213,0.097,0.462,0.809,0.522,0.588,0.267
810,0.467,0.219,0.100,0.462,0.809,0.521,0.588,0.267
811,0.441,0.212,0.096,0.462,0.810,0.522,0.588,0.267
812,0.467,0.219,0.098,0.462,0.810,0.522,0.589,0.267
813,0.448,0.216,0.095,0.462,0.810,0.522,0.589,0.267
814,0.447,0.212,0.097,0.462,0.809,0.522,0.588,0.267
815,0.454,0.215,0.097,0.462,0.810,0.522,0.589,0.267
816,0.444,0.214,0.095,0.462,0.809,0.522,0.588,0.267
